Ref_Date,GEO,DON,Value
2012,"Ingersoll, Ontario",Percentage of persons aged 45 to 64 years,28
2012,"Ingersoll, Ontario",Percentage of persons aged 65 years and over,15
2012,"Ingersoll, Ontario","Percentage of persons with total income $15,000 and over",79
2012,"Ingersoll, Ontario","Percentage of persons with total income $25,000 and over",62
2012,"Ingersoll, Ontario","Percentage of persons with total income $35,000 and over",49
2012,"Ingersoll, Ontario","Percentage of persons with total income $50,000 and over",31
2012,"Ingersoll, Ontario","Percentage of persons with total income $75,000 and over",14
2012,"Ingersoll, Ontario","Percentage of persons with total income $100,000 and over",5
2012,"Toronto, Ontario",Number of persons,5654750
2012,"Toronto, Ontario",Percentage of persons aged 0 to 24 years,31
2012,"Toronto, Ontario",Percentage of persons aged 25 to 44 years,29
2012,"Toronto, Ontario",Percentage of persons aged 45 to 64 years,27
2012,"Toronto, Ontario",Percentage of persons aged 65 years and over,13
2012,"Toronto, Ontario","Percentage of persons with total income $15,000 and over",72
2012,"Toronto, Ontario","Percentage of persons with total income $25,000 and over",55
2012,"Toronto, Ontario","Percentage of persons with total income $35,000 and over",44
2012,"Toronto, Ontario","Percentage of persons with total income $50,000 and over",30
2012,"Toronto, Ontario","Percentage of persons with total income $75,000 and over",16
2012,"Toronto, Ontario","Percentage of persons with total income $100,000 and over",8
2012,"Hamilton, Ontario",Number of persons,701460
2012,"Hamilton, Ontario",Percentage of persons aged 0 to 24 years,31
2012,"Hamilton, Ontario",Percentage of persons aged 25 to 44 years,25
2012,"Hamilton, Ontario",Percentage of persons aged 45 to 64 years,28
2012,"Hamilton, Ontario",Percentage of persons aged 65 years and over,17
2012,"Hamilton, Ontario","Percentage of persons with total income $15,000 and over",77
2012,"Hamilton, Ontario","Percentage of persons with total income $25,000 and over",60
2012,"Hamilton, Ontario","Percentage of persons with total income $35,000 and over",48
2012,"Hamilton, Ontario","Percentage of persons with total income $50,000 and over",32
2012,"Hamilton, Ontario","Percentage of persons with total income $75,000 and over",16
2012,"Hamilton, Ontario","Percentage of persons with total income $100,000 and over",7
2012,"St. Catharines-Niagara, Ontario",Number of persons,385470
2012,"St. Catharines-Niagara, Ontario",Percentage of persons aged 0 to 24 years,29
2012,"St. Catharines-Niagara, Ontario",Percentage of persons aged 25 to 44 years,23
2012,"St. Catharines-Niagara, Ontario",Percentage of persons aged 45 to 64 years,29
2012,"St. Catharines-Niagara, Ontario",Percentage of persons aged 65 years and over,20
2012,"St. Catharines-Niagara, Ontario","Percentage of persons with total income $15,000 and over",76
2012,"St. Catharines-Niagara, Ontario","Percentage of persons with total income $25,000 and over",57
2012,"St. Catharines-Niagara, Ontario","Percentage of persons with total income $35,000 and over",42
2012,"St. Catharines-Niagara, Ontario","Percentage of persons with total income $50,000 and over",25
2012,"St. Catharines-Niagara, Ontario","Percentage of persons with total income $75,000 and over",11
2012,"St. Catharines-Niagara, Ontario","Percentage of persons with total income $100,000 and over",5
2012,"Kitchener-Cambridge-Waterloo, Ontario",Number of persons,471610
2012,"Kitchener-Cambridge-Waterloo, Ontario",Percentage of persons aged 0 to 24 years,33
2012,"Kitchener-Cambridge-Waterloo, Ontario",Percentage of persons aged 25 to 44 years,28
2012,"Kitchener-Cambridge-Waterloo, Ontario",Percentage of persons aged 45 to 64 years,26
2012,"Kitchener-Cambridge-Waterloo, Ontario",Percentage of persons aged 65 years and over,13
2012,"Kitchener-Cambridge-Waterloo, Ontario","Percentage of persons with total income $15,000 and over",77
2012,"Kitchener-Cambridge-Waterloo, Ontario","Percentage of persons with total income $25,000 and over",61
2012,"Kitchener-Cambridge-Waterloo, Ontario","Percentage of persons with total income $35,000 and over",48
2012,"Kitchener-Cambridge-Waterloo, Ontario","Percentage of persons with total income $50,000 and over",32
2012,"Kitchener-Cambridge-Waterloo, Ontario","Percentage of persons with total income $75,000 and over",15
2012,"Kitchener-Cambridge-Waterloo, Ontario","Percentage of persons with total income $100,000 and over",7
2012,"Brantford, Ontario",Number of persons,131770
2012,"Brantford, Ontario",Percentage of persons aged 0 to 24 years,32
2012,"Brantford, Ontario",Percentage of persons aged 25 to 44 years,25
2012,"Brantford, Ontario",Percentage of persons aged 45 to 64 years,28
2012,"Brantford, Ontario",Percentage of persons aged 65 years and over,16
2012,"Brantford, Ontario","Percentage of persons with total income $15,000 and over",77
2012,"Brantford, Ontario","Percentage of persons with total income $25,000 and over",58
2012,"Brantford, Ontario","Percentage of persons with total income $35,000 and over",44
2012,"Brantford, Ontario","Percentage of persons with total income $50,000 and over",27
2012,"Brantford, Ontario","Percentage of persons with total income $75,000 and over",12
2012,"Brantford, Ontario","Percentage of persons with total income $100,000 and over",5
2012,"Woodstock, Ontario",Number of persons,42810
2012,"Woodstock, Ontario",Percentage of persons aged 0 to 24 years,31
2012,"Woodstock, Ontario",Percentage of persons aged 25 to 44 years,25
2012,"Woodstock, Ontario",Percentage of persons aged 45 to 64 years,27
2012,"Woodstock, Ontario",Percentage of persons aged 65 years and over,17
2012,"Woodstock, Ontario","Percentage of persons with total income $15,000 and over",79
2012,"Woodstock, Ontario","Percentage of persons with total income $25,000 and over",61
2012,"Woodstock, Ontario","Percentage of persons with total income $35,000 and over",48
2012,"Woodstock, Ontario","Percentage of persons with total income $50,000 and over",29
2012,"Woodstock, Ontario","Percentage of persons with total income $75,000 and over",12
2012,"Woodstock, Ontario","Percentage of persons with total income $100,000 and over",4
2012,"Tillsonburg, Ontario",Number of persons,19030
2012,"Tillsonburg, Ontario",Percentage of persons aged 0 to 24 years,29
2012,"Tillsonburg, Ontario",Percentage of persons aged 25 to 44 years,22
2012,"Tillsonburg, Ontario",Percentage of persons aged 45 to 64 years,26
2012,"Tillsonburg, Ontario",Percentage of persons aged 65 years and over,23
2012,"Tillsonburg, Ontario","Percentage of persons with total income $15,000 and over",78
2012,"Tillsonburg, Ontario","Percentage of persons with total income $25,000 and over",58
2012,"Tillsonburg, Ontario","Percentage of persons with total income $35,000 and over",43
2012,"Tillsonburg, Ontario","Percentage of persons with total income $50,000 and over",25
2012,"Tillsonburg, Ontario","Percentage of persons with total income $75,000 and over",10
2012,"Tillsonburg, Ontario","Percentage of persons with total income $100,000 and over",4
2012,"Norfolk, Ontario",Number of persons,59600
2012,"Norfolk, Ontario",Percentage of persons aged 0 to 24 years,29
2012,"Norfolk, Ontario",Percentage of persons aged 25 to 44 years,21
2012,"Norfolk, Ontario",Percentage of persons aged 45 to 64 years,30
2012,"Norfolk, Ontario",Percentage of persons aged 65 years and over,20
2012,"Norfolk, Ontario","Percentage of persons with total income $15,000 and over",77
2012,"Norfolk, Ontario","Percentage of persons with total income $25,000 and over",56
2012,"Norfolk, Ontario","Percentage of persons with total income $35,000 and over",42
2012,"Norfolk, Ontario","Percentage of persons with total income $50,000 and over",25
2012,"Norfolk, Ontario","Percentage of persons with total income $75,000 and over",11
2012,"Norfolk, Ontario","Percentage of persons with total income $100,000 and over",4
2012,"Guelph, Ontario",Number of persons,141860
2012,"Guelph, Ontario",Percentage of persons aged 0 to 24 years,31
2012,"Guelph, Ontario",Percentage of persons aged 25 to 44 years,27
2012,"Guelph, Ontario",Percentage of persons aged 45 to 64 years,27
2012,"Guelph, Ontario",Percentage of persons aged 65 years and over,15
2012,"Guelph, Ontario","Percentage of persons with total income $15,000 and over",79
2012,"Guelph, Ontario","Percentage of persons with total income $25,000 and over",64
2012,"Guelph, Ontario","Percentage of persons with total income $35,000 and over",52
2012,"Guelph, Ontario","Percentage of persons with total income $50,000 and over",35
2012,"Guelph, Ontario","Percentage of persons with total income $75,000 and over",17
2012,"Guelph, Ontario","Percentage of persons with total income $100,000 and over",8
2012,"Stratford, Ontario",Number of persons,31890
2012,"Stratford, Ontario",Percentage of persons aged 0 to 24 years,29
2012,"Stratford, Ontario",Percentage of persons aged 25 to 44 years,23
2012,"Stratford, Ontario",Percentage of persons aged 45 to 64 years,29
2012,"Stratford, Ontario",Percentage of persons aged 65 years and over,19
2012,"Stratford, Ontario","Percentage of persons with total income $15,000 and over",80
2012,"Stratford, Ontario","Percentage of persons with total income $25,000 and over",63
2012,"Stratford, Ontario","Percentage of persons with total income $35,000 and over",48
2012,"Stratford, Ontario","Percentage of persons with total income $50,000 and over",29
2012,"Stratford, Ontario","Percentage of persons with total income $75,000 and over",12
2012,"Stratford, Ontario","Percentage of persons with total income $100,000 and over",5
2012,"London, Ontario",Number of persons,463390
2012,"London, Ontario",Percentage of persons aged 0 to 24 years,31
2012,"London, Ontario",Percentage of persons aged 25 to 44 years,26
2012,"London, Ontario",Percentage of persons aged 45 to 64 years,27
2012,"London, Ontario",Percentage of persons aged 65 years and over,16
2012,"London, Ontario","Percentage of persons with total income $15,000 and over",76
2012,"London, Ontario","Percentage of persons with total income $25,000 and over",59
2012,"London, Ontario","Percentage of persons with total income $35,000 and over",47
2012,"London, Ontario","Percentage of persons with total income $50,000 and over",30
2012,"London, Ontario","Percentage of persons with total income $75,000 and over",14
2012,"London, Ontario","Percentage of persons with total income $100,000 and over",6
2012,"Chatham-Kent, Ontario",Number of persons,95680
2012,"Chatham-Kent, Ontario",Percentage of persons aged 0 to 24 years,30
2012,"Chatham-Kent, Ontario",Percentage of persons aged 25 to 44 years,22
2012,"Chatham-Kent, Ontario",Percentage of persons aged 45 to 64 years,29
2012,"Chatham-Kent, Ontario",Percentage of persons aged 65 years and over,19
2012,"Chatham-Kent, Ontario","Percentage of persons with total income $15,000 and over",76
2012,"Chatham-Kent, Ontario","Percentage of persons with total income $25,000 and over",56
2012,"Chatham-Kent, Ontario","Percentage of persons with total income $35,000 and over",41
2012,"Chatham-Kent, Ontario","Percentage of persons with total income $50,000 and over",24
2012,"Chatham-Kent, Ontario","Percentage of persons with total income $75,000 and over",10
2012,"Chatham-Kent, Ontario","Percentage of persons with total income $100,000 and over",4
2012,"Leamington, Ontario",Number of persons,66670
2012,"Leamington, Ontario",Percentage of persons aged 0 to 24 years,25
2012,"Leamington, Ontario",Percentage of persons aged 25 to 44 years,37
2012,"Leamington, Ontario",Percentage of persons aged 45 to 64 years,25
2012,"Leamington, Ontario",Percentage of persons aged 65 years and over,13
2012,"Leamington, Ontario","Percentage of persons with total income $15,000 and over",74
2012,"Leamington, Ontario","Percentage of persons with total income $25,000 and over",50
2012,"Leamington, Ontario","Percentage of persons with total income $35,000 and over",36
2012,"Leamington, Ontario","Percentage of persons with total income $50,000 and over",21
2012,"Leamington, Ontario","Percentage of persons with total income $75,000 and over",9
2012,"Leamington, Ontario","Percentage of persons with total income $100,000 and over",3
2012,"Windsor, Ontario",Number of persons,323320
2012,"Windsor, Ontario",Percentage of persons aged 0 to 24 years,32
2012,"Windsor, Ontario",Percentage of persons aged 25 to 44 years,25
2012,"Windsor, Ontario",Percentage of persons aged 45 to 64 years,28
2012,"Windsor, Ontario",Percentage of persons aged 65 years and over,16
2012,"Windsor, Ontario","Percentage of persons with total income $15,000 and over",74
2012,"Windsor, Ontario","Percentage of persons with total income $25,000 and over",58
2012,"Windsor, Ontario","Percentage of persons with total income $35,000 and over",45
2012,"Windsor, Ontario","Percentage of persons with total income $50,000 and over",29
2012,"Windsor, Ontario","Percentage of persons with total income $75,000 and over",14
2012,"Windsor, Ontario","Percentage of persons with total income $100,000 and over",5
2012,"Sarnia, Ontario",Number of persons,85810
2012,"Sarnia, Ontario",Percentage of persons aged 0 to 24 years,29
2012,"Sarnia, Ontario",Percentage of persons aged 25 to 44 years,22
2012,"Sarnia, Ontario",Percentage of persons aged 45 to 64 years,29
2012,"Sarnia, Ontario",Percentage of persons aged 65 years and over,19
2012,"Sarnia, Ontario","Percentage of persons with total income $15,000 and over",78
2012,"Sarnia, Ontario","Percentage of persons with total income $25,000 and over",61
2012,"Sarnia, Ontario","Percentage of persons with total income $35,000 and over",48
2012,"Sarnia, Ontario","Percentage of persons with total income $50,000 and over",32
2012,"Sarnia, Ontario","Percentage of persons with total income $75,000 and over",17
2012,"Sarnia, Ontario","Percentage of persons with total income $100,000 and over",9
2012,"Owen Sound, Ontario",Number of persons,29640
2012,"Owen Sound, Ontario",Percentage of persons aged 0 to 24 years,28
2012,"Owen Sound, Ontario",Percentage of persons aged 25 to 44 years,21
2012,"Owen Sound, Ontario",Percentage of persons aged 45 to 64 years,30
2012,"Owen Sound, Ontario",Percentage of persons aged 65 years and over,21
2012,"Owen Sound, Ontario","Percentage of persons with total income $15,000 and over",77
2012,"Owen Sound, Ontario","Percentage of persons with total income $25,000 and over",57
2012,"Owen Sound, Ontario","Percentage of persons with total income $35,000 and over",42
2012,"Owen Sound, Ontario","Percentage of persons with total income $50,000 and over",25
2012,"Owen Sound, Ontario","Percentage of persons with total income $75,000 and over",11
2012,"Owen Sound, Ontario","Percentage of persons with total income $100,000 and over",5
2012,"Collingwood , Ontario",Number of persons,20300
2012,"Collingwood , Ontario",Percentage of persons aged 0 to 24 years,27
2012,"Collingwood , Ontario",Percentage of persons aged 25 to 44 years,22
2012,"Collingwood , Ontario",Percentage of persons aged 45 to 64 years,28
2012,"Collingwood , Ontario",Percentage of persons aged 65 years and over,23
2012,"Collingwood , Ontario","Percentage of persons with total income $15,000 and over",79
2012,"Collingwood , Ontario","Percentage of persons with total income $25,000 and over",58
2012,"Collingwood , Ontario","Percentage of persons with total income $35,000 and over",43
2012,"Collingwood , Ontario","Percentage of persons with total income $50,000 and over",27
2012,"Collingwood , Ontario","Percentage of persons with total income $75,000 and over",13
2012,"Collingwood , Ontario","Percentage of persons with total income $100,000 and over",6
2012,"Barrie, Ontario",Number of persons,186360
2012,"Barrie, Ontario",Percentage of persons aged 0 to 24 years,34
2012,"Barrie, Ontario",Percentage of persons aged 25 to 44 years,26
2012,"Barrie, Ontario",Percentage of persons aged 45 to 64 years,27
2012,"Barrie, Ontario",Percentage of persons aged 65 years and over,13
2012,"Barrie, Ontario","Percentage of persons with total income $15,000 and over",77
2012,"Barrie, Ontario","Percentage of persons with total income $25,000 and over",60
2012,"Barrie, Ontario","Percentage of persons with total income $35,000 and over",48
2012,"Barrie, Ontario","Percentage of persons with total income $50,000 and over",32
2012,"Barrie, Ontario","Percentage of persons with total income $75,000 and over",16
2012,"Barrie, Ontario","Percentage of persons with total income $100,000 and over",6
2012,"Orillia, Ontario",Number of persons,44350
2012,"Orillia, Ontario",Percentage of persons aged 0 to 24 years,29
2012,"Orillia, Ontario",Percentage of persons aged 25 to 44 years,21
2012,"Orillia, Ontario",Percentage of persons aged 45 to 64 years,29
2012,"Orillia, Ontario",Percentage of persons aged 65 years and over,21
2012,"Orillia, Ontario","Percentage of persons with total income $15,000 and over",77
2012,"Orillia, Ontario","Percentage of persons with total income $25,000 and over",56
2012,"Orillia, Ontario","Percentage of persons with total income $35,000 and over",42
2012,"Orillia, Ontario","Percentage of persons with total income $50,000 and over",25
2012,"Orillia, Ontario","Percentage of persons with total income $75,000 and over",11
2012,"Orillia, Ontario","Percentage of persons with total income $100,000 and over",4
2012,"Midland, Ontario",Number of persons,34790
2012,"Midland, Ontario",Percentage of persons aged 0 to 24 years,27
2012,"Midland, Ontario",Percentage of persons aged 25 to 44 years,21
2012,"Midland, Ontario",Percentage of persons aged 45 to 64 years,31
2012,"Midland, Ontario",Percentage of persons aged 65 years and over,21
2012,"Midland, Ontario","Percentage of persons with total income $15,000 and over",76
2012,"Midland, Ontario","Percentage of persons with total income $25,000 and over",55
2012,"Midland, Ontario","Percentage of persons with total income $35,000 and over",40
2012,"Midland, Ontario","Percentage of persons with total income $50,000 and over",23
2012,"Midland, Ontario","Percentage of persons with total income $75,000 and over",9
2012,"Midland, Ontario","Percentage of persons with total income $100,000 and over",3
2012,"North Bay, Ontario",Number of persons,63640
2012,"North Bay, Ontario",Percentage of persons aged 0 to 24 years,29
2012,"North Bay, Ontario",Percentage of persons aged 25 to 44 years,24
2012,"North Bay, Ontario",Percentage of persons aged 45 to 64 years,29
2012,"North Bay, Ontario",Percentage of persons aged 65 years and over,18
2012,"North Bay, Ontario","Percentage of persons with total income $15,000 and over",78
2012,"North Bay, Ontario","Percentage of persons with total income $25,000 and over",59
2012,"North Bay, Ontario","Percentage of persons with total income $35,000 and over",47
2012,"North Bay, Ontario","Percentage of persons with total income $50,000 and over",30
2012,"North Bay, Ontario","Percentage of persons with total income $75,000 and over",13
2012,"North Bay, Ontario","Percentage of persons with total income $100,000 and over",6
2012,"Greater Sudbury, Ontario",Number of persons,157250
2012,"Greater Sudbury, Ontario",Percentage of persons aged 0 to 24 years,30
2012,"Greater Sudbury, Ontario",Percentage of persons aged 25 to 44 years,25
2012,"Greater Sudbury, Ontario",Percentage of persons aged 45 to 64 years,29
2012,"Greater Sudbury, Ontario",Percentage of persons aged 65 years and over,17
2012,"Greater Sudbury, Ontario","Percentage of persons with total income $15,000 and over",79
2012,"Greater Sudbury, Ontario","Percentage of persons with total income $25,000 and over",64
2012,"Greater Sudbury, Ontario","Percentage of persons with total income $35,000 and over",51
2012,"Greater Sudbury, Ontario","Percentage of persons with total income $50,000 and over",34
2012,"Greater Sudbury, Ontario","Percentage of persons with total income $75,000 and over",18
2012,"Greater Sudbury, Ontario","Percentage of persons with total income $100,000 and over",9
2012,"Elliot Lake, Ontario",Number of persons,10880
2012,"Elliot Lake, Ontario",Percentage of persons aged 0 to 24 years,20
2012,"Elliot Lake, Ontario",Percentage of persons aged 25 to 44 years,14
2012,"Elliot Lake, Ontario",Percentage of persons aged 45 to 64 years,30
2012,"Elliot Lake, Ontario",Percentage of persons aged 65 years and over,36
2012,"Elliot Lake, Ontario","Percentage of persons with total income $15,000 and over",74
2012,"Elliot Lake, Ontario","Percentage of persons with total income $25,000 and over",48
2012,"Elliot Lake, Ontario","Percentage of persons with total income $35,000 and over",32
2012,"Elliot Lake, Ontario","Percentage of persons with total income $50,000 and over",18
2012,"Elliot Lake, Ontario","Percentage of persons with total income $75,000 and over",8
2012,"Elliot Lake, Ontario","Percentage of persons with total income $100,000 and over",4
2012,"Temiskaming Shores, Ontario",Number of persons,13980
2012,"Temiskaming Shores, Ontario",Percentage of persons aged 0 to 24 years,29
2012,"Temiskaming Shores, Ontario",Percentage of persons aged 25 to 44 years,22
2012,"Temiskaming Shores, Ontario",Percentage of persons aged 45 to 64 years,30
2012,"Temiskaming Shores, Ontario",Percentage of persons aged 65 years and over,20
2012,"Temiskaming Shores, Ontario","Percentage of persons with total income $15,000 and over",78
2012,"Temiskaming Shores, Ontario","Percentage of persons with total income $25,000 and over",58
2012,"Temiskaming Shores, Ontario","Percentage of persons with total income $35,000 and over",44
2012,"Temiskaming Shores, Ontario","Percentage of persons with total income $50,000 and over",27
2012,"Temiskaming Shores, Ontario","Percentage of persons with total income $75,000 and over",12
2012,"Temiskaming Shores, Ontario","Percentage of persons with total income $100,000 and over",6
2012,"Timmins, Ontario",Number of persons,43010
2012,"Timmins, Ontario",Percentage of persons aged 0 to 24 years,32
2012,"Timmins, Ontario",Percentage of persons aged 25 to 44 years,25
2012,"Timmins, Ontario",Percentage of persons aged 45 to 64 years,29
2012,"Timmins, Ontario",Percentage of persons aged 65 years and over,14
2012,"Timmins, Ontario","Percentage of persons with total income $15,000 and over",79
2012,"Timmins, Ontario","Percentage of persons with total income $25,000 and over",62
2012,"Timmins, Ontario","Percentage of persons with total income $35,000 and over",49
2012,"Timmins, Ontario","Percentage of persons with total income $50,000 and over",34
2012,"Timmins, Ontario","Percentage of persons with total income $75,000 and over",19
2012,"Timmins, Ontario","Percentage of persons with total income $100,000 and over",9
2012,"Sault Ste. Marie, Ontario",Number of persons,78640
2012,"Sault Ste. Marie, Ontario",Percentage of persons aged 0 to 24 years,28
2012,"Sault Ste. Marie, Ontario",Percentage of persons aged 25 to 44 years,23
2012,"Sault Ste. Marie, Ontario",Percentage of persons aged 45 to 64 years,30
2012,"Sault Ste. Marie, Ontario",Percentage of persons aged 65 years and over,20
2012,"Sault Ste. Marie, Ontario","Percentage of persons with total income $15,000 and over",77
2012,"Sault Ste. Marie, Ontario","Percentage of persons with total income $25,000 and over",59
2012,"Sault Ste. Marie, Ontario","Percentage of persons with total income $35,000 and over",44
2012,"Sault Ste. Marie, Ontario","Percentage of persons with total income $50,000 and over",28
2012,"Sault Ste. Marie, Ontario","Percentage of persons with total income $75,000 and over",14
2012,"Sault Ste. Marie, Ontario","Percentage of persons with total income $100,000 and over",5
2012,"Thunder Bay, Ontario",Number of persons,117250
2012,"Thunder Bay, Ontario",Percentage of persons aged 0 to 24 years,29
2012,"Thunder Bay, Ontario",Percentage of persons aged 25 to 44 years,24
2012,"Thunder Bay, Ontario",Percentage of persons aged 45 to 64 years,30
2012,"Thunder Bay, Ontario",Percentage of persons aged 65 years and over,18
2012,"Thunder Bay, Ontario","Percentage of persons with total income $15,000 and over",79
2012,"Thunder Bay, Ontario","Percentage of persons with total income $25,000 and over",63
2012,"Thunder Bay, Ontario","Percentage of persons with total income $35,000 and over",49
2012,"Thunder Bay, Ontario","Percentage of persons with total income $50,000 and over",32
2012,"Thunder Bay, Ontario","Percentage of persons with total income $75,000 and over",14
2012,"Thunder Bay, Ontario","Percentage of persons with total income $100,000 and over",6
2012,"Kenora, Ontario",Number of persons,14000
2012,"Kenora, Ontario",Percentage of persons aged 0 to 24 years,31
2012,"Kenora, Ontario",Percentage of persons aged 25 to 44 years,23
2012,"Kenora, Ontario",Percentage of persons aged 45 to 64 years,30
2012,"Kenora, Ontario",Percentage of persons aged 65 years and over,17
2012,"Kenora, Ontario","Percentage of persons with total income $15,000 and over",80
2012,"Kenora, Ontario","Percentage of persons with total income $25,000 and over",63
2012,"Kenora, Ontario","Percentage of persons with total income $35,000 and over",50
2012,"Kenora, Ontario","Percentage of persons with total income $50,000 and over",31
2012,"Kenora, Ontario","Percentage of persons with total income $75,000 and over",14
2012,"Kenora, Ontario","Percentage of persons with total income $100,000 and over",6
2012,"Non CMA-CA, Ontario",Number of persons,1418330
2012,"Non CMA-CA, Ontario",Percentage of persons aged 0 to 24 years,30
2012,"Non CMA-CA, Ontario",Percentage of persons aged 25 to 44 years,21
2012,"Non CMA-CA, Ontario",Percentage of persons aged 45 to 64 years,30
2012,"Non CMA-CA, Ontario",Percentage of persons aged 65 years and over,19
2012,"Non CMA-CA, Ontario","Percentage of persons with total income $15,000 and over",77
2012,"Non CMA-CA, Ontario","Percentage of persons with total income $25,000 and over",58
2012,"Non CMA-CA, Ontario","Percentage of persons with total income $35,000 and over",45
2012,"Non CMA-CA, Ontario","Percentage of persons with total income $50,000 and over",28
2012,"Non CMA-CA, Ontario","Percentage of persons with total income $75,000 and over",12
2012,"Non CMA-CA, Ontario","Percentage of persons with total income $100,000 and over",5
2012,"Winnipeg, Manitoba",Number of persons,728760
2012,"Winnipeg, Manitoba",Percentage of persons aged 0 to 24 years,32
2012,"Winnipeg, Manitoba",Percentage of persons aged 25 to 44 years,27
2012,"Winnipeg, Manitoba",Percentage of persons aged 45 to 64 years,27
2012,"Winnipeg, Manitoba",Percentage of persons aged 65 years and over,15
2012,"Winnipeg, Manitoba","Percentage of persons with total income $15,000 and over",78
2012,"Winnipeg, Manitoba","Percentage of persons with total income $25,000 and over",61
2012,"Winnipeg, Manitoba","Percentage of persons with total income $35,000 and over",47
2012,"Winnipeg, Manitoba","Percentage of persons with total income $50,000 and over",29
2012,"Winnipeg, Manitoba","Percentage of persons with total income $75,000 and over",12
2012,"Winnipeg, Manitoba","Percentage of persons with total income $100,000 and over",5
2012,"Steinbach, Manitoba",Number of persons,20860
2012,"Steinbach, Manitoba",Percentage of persons aged 0 to 24 years,41
2012,"Steinbach, Manitoba",Percentage of persons aged 25 to 44 years,26
2012,"Steinbach, Manitoba",Percentage of persons aged 45 to 64 years,21
2012,"Steinbach, Manitoba",Percentage of persons aged 65 years and over,11
2012,"Steinbach, Manitoba","Percentage of persons with total income $15,000 and over",76
2012,"Steinbach, Manitoba","Percentage of persons with total income $25,000 and over",55
2012,"Steinbach, Manitoba","Percentage of persons with total income $35,000 and over",38
2012,"Steinbach, Manitoba","Percentage of persons with total income $50,000 and over",21
2012,"Steinbach, Manitoba","Percentage of persons with total income $75,000 and over",8
2012,"Steinbach, Manitoba","Percentage of persons with total income $100,000 and over",3
2012,"Portage la Prairie, Manitoba",Number of persons,18030
2012,"Portage la Prairie, Manitoba",Percentage of persons aged 0 to 24 years,37
2012,"Portage la Prairie, Manitoba",Percentage of persons aged 25 to 44 years,24
2012,"Portage la Prairie, Manitoba",Percentage of persons aged 45 to 64 years,24
2012,"Portage la Prairie, Manitoba",Percentage of persons aged 65 years and over,15
2012,"Portage la Prairie, Manitoba","Percentage of persons with total income $15,000 and over",74
2012,"Portage la Prairie, Manitoba","Percentage of persons with total income $25,000 and over",53
2012,"Portage la Prairie, Manitoba","Percentage of persons with total income $35,000 and over",38
2012,"Portage la Prairie, Manitoba","Percentage of persons with total income $50,000 and over",21
2012,"Portage la Prairie, Manitoba","Percentage of persons with total income $75,000 and over",8
2012,"Portage la Prairie, Manitoba","Percentage of persons with total income $100,000 and over",3
2012,"Brandon, Manitoba",Number of persons,56570
2012,"Brandon, Manitoba",Percentage of persons aged 0 to 24 years,35
2012,"Brandon, Manitoba",Percentage of persons aged 25 to 44 years,29
2012,"Brandon, Manitoba",Percentage of persons aged 45 to 64 years,23
2012,"Brandon, Manitoba",Percentage of persons aged 65 years and over,14
2012,"Brandon, Manitoba","Percentage of persons with total income $15,000 and over",78
2012,"Brandon, Manitoba","Percentage of persons with total income $25,000 and over",61
2012,"Brandon, Manitoba","Percentage of persons with total income $35,000 and over",46
2012,"Brandon, Manitoba","Percentage of persons with total income $50,000 and over",28
2012,"Brandon, Manitoba","Percentage of persons with total income $75,000 and over",11
2012,"Brandon, Manitoba","Percentage of persons with total income $100,000 and over",4
2012,"Thompson, Manitoba",Number of persons,13080
2012,"Thompson, Manitoba",Percentage of persons aged 0 to 24 years,41
2012,"Thompson, Manitoba",Percentage of persons aged 25 to 44 years,31
2012,"Thompson, Manitoba",Percentage of persons aged 45 to 64 years,23
2012,"Thompson, Manitoba",Percentage of persons aged 65 years and over,5
2012,"Thompson, Manitoba","Percentage of persons with total income $15,000 and over",80
2012,"Thompson, Manitoba","Percentage of persons with total income $25,000 and over",69
2012,"Thompson, Manitoba","Percentage of persons with total income $35,000 and over",58
2012,"Thompson, Manitoba","Percentage of persons with total income $50,000 and over",43
2012,"Thompson, Manitoba","Percentage of persons with total income $75,000 and over",28
2012,"Thompson, Manitoba","Percentage of persons with total income $100,000 and over",14
2012,"Non CMA-CA, Manitoba",Number of persons,377810
2012,"Non CMA-CA, Manitoba",Percentage of persons aged 0 to 24 years,38
2012,"Non CMA-CA, Manitoba",Percentage of persons aged 25 to 44 years,23
2012,"Non CMA-CA, Manitoba",Percentage of persons aged 45 to 64 years,25
2012,"Non CMA-CA, Manitoba",Percentage of persons aged 65 years and over,15
2012,"Non CMA-CA, Manitoba","Percentage of persons with total income $15,000 and over",72
2012,"Non CMA-CA, Manitoba","Percentage of persons with total income $25,000 and over",52
2012,"Non CMA-CA, Manitoba","Percentage of persons with total income $35,000 and over",38
2012,"Non CMA-CA, Manitoba","Percentage of persons with total income $50,000 and over",22
2012,"Non CMA-CA, Manitoba","Percentage of persons with total income $75,000 and over",9
2012,"Non CMA-CA, Manitoba","Percentage of persons with total income $100,000 and over",4
2012,"Regina, Saskatchewan",Number of persons,218730
2012,"Regina, Saskatchewan",Percentage of persons aged 0 to 24 years,32
2012,"Regina, Saskatchewan",Percentage of persons aged 25 to 44 years,29
2012,"Regina, Saskatchewan",Percentage of persons aged 45 to 64 years,26
2012,"Regina, Saskatchewan",Percentage of persons aged 65 years and over,13
2012,"Regina, Saskatchewan","Percentage of persons with total income $15,000 and over",83
2012,"Regina, Saskatchewan","Percentage of persons with total income $25,000 and over",68
