Ref_Date,GEO,STAT,SUMMARY,Value
2012,New Brunswick,Average expenditure per household,Jewellery (women and girls aged 4 years and over),123
2013,New Brunswick,Average expenditure per household,Jewellery (women and girls aged 4 years and over),155
2010,New Brunswick,Average expenditure per household,Clothing (men and boys aged 4 years and over),681
2011,New Brunswick,Average expenditure per household,Clothing (men and boys aged 4 years and over),605
2012,New Brunswick,Average expenditure per household,Clothing (men and boys aged 4 years and over),617
2013,New Brunswick,Average expenditure per household,Clothing (men and boys aged 4 years and over),581
2010,New Brunswick,Average expenditure per household,Footwear (men and boys aged 4 years and over),197
2011,New Brunswick,Average expenditure per household,Footwear (men and boys aged 4 years and over),208
2012,New Brunswick,Average expenditure per household,Footwear (men and boys aged 4 years and over),243
2013,New Brunswick,Average expenditure per household,Footwear (men and boys aged 4 years and over),231
2010,New Brunswick,Average expenditure per household,Athletic footwear (men and boys aged 4 years and over),83
2011,New Brunswick,Average expenditure per household,Athletic footwear (men and boys aged 4 years and over),91
2012,New Brunswick,Average expenditure per household,Athletic footwear (men and boys aged 4 years and over),123
2013,New Brunswick,Average expenditure per household,Athletic footwear (men and boys aged 4 years and over),108
2010,New Brunswick,Average expenditure per household,Other footwear (men and boys aged 4 years and over),114
2011,New Brunswick,Average expenditure per household,Other footwear (men and boys aged 4 years and over),117
2012,New Brunswick,Average expenditure per household,Other footwear (men and boys aged 4 years and over),120
2013,New Brunswick,Average expenditure per household,Other footwear (men and boys aged 4 years and over),124
2010,New Brunswick,Average expenditure per household,Accessories (men and boys aged 4 years and over),38
2011,New Brunswick,Average expenditure per household,Accessories (men and boys aged 4 years and over),37
2012,New Brunswick,Average expenditure per household,Accessories (men and boys aged 4 years and over),48
2013,New Brunswick,Average expenditure per household,Accessories (men and boys aged 4 years and over),37
2010,New Brunswick,Average expenditure per household,Watches and jewellery (men and boys aged 4 years and over),25
2011,New Brunswick,Average expenditure per household,Watches and jewellery (men and boys aged 4 years and over),35
2012,New Brunswick,Average expenditure per household,Watches and jewellery (men and boys aged 4 years and over),23
2013,New Brunswick,Average expenditure per household,Watches and jewellery (men and boys aged 4 years and over),52
2010,New Brunswick,Average expenditure per household,Watches (men and boys aged 4 years and over),10
2011,New Brunswick,Average expenditure per household,Watches (men and boys aged 4 years and over),16
2012,New Brunswick,Average expenditure per household,Watches (men and boys aged 4 years and over),12
2013,New Brunswick,Average expenditure per household,Watches (men and boys aged 4 years and over),25
2010,New Brunswick,Average expenditure per household,Jewellery (men and boys aged 4 years and over),F
2011,New Brunswick,Average expenditure per household,Jewellery (men and boys aged 4 years and over),F
2012,New Brunswick,Average expenditure per household,Jewellery (men and boys aged 4 years and over),F
2013,New Brunswick,Average expenditure per household,Jewellery (men and boys aged 4 years and over),F
2010,New Brunswick,Average expenditure per household,Clothing and cloth diapers (children under 4 years),67
2011,New Brunswick,Average expenditure per household,Clothing and cloth diapers (children under 4 years),64
2012,New Brunswick,Average expenditure per household,Clothing and cloth diapers (children under 4 years),61
2013,New Brunswick,Average expenditure per household,Clothing and cloth diapers (children under 4 years),57
2010,New Brunswick,Average expenditure per household,Footwear (children under 4 years),10
2011,New Brunswick,Average expenditure per household,Footwear (children under 4 years),10
2012,New Brunswick,Average expenditure per household,Footwear (children under 4 years),12
2013,New Brunswick,Average expenditure per household,Footwear (children under 4 years),12
2010,New Brunswick,Average expenditure per household,Laundry and dry-cleaning services,F
2011,New Brunswick,Average expenditure per household,Laundry and dry-cleaning services,18
2012,New Brunswick,Average expenditure per household,Laundry and dry-cleaning services,17
2013,New Brunswick,Average expenditure per household,Laundry and dry-cleaning services,13
2010,New Brunswick,Average expenditure per household,Laundromats and self-service dry cleaning,F
2011,New Brunswick,Average expenditure per household,Laundromats and self-service dry cleaning,29
2012,New Brunswick,Average expenditure per household,Laundromats and self-service dry cleaning,26
2013,New Brunswick,Average expenditure per household,Laundromats and self-service dry cleaning,31
2010,New Brunswick,Average expenditure per household,"Clothing rental, tailoring, alteration services and other clothing services",F
2011,New Brunswick,Average expenditure per household,"Clothing rental, tailoring, alteration services and other clothing services",F
2012,New Brunswick,Average expenditure per household,"Clothing rental, tailoring, alteration services and other clothing services",F
2013,New Brunswick,Average expenditure per household,"Clothing rental, tailoring, alteration services and other clothing services",F
2010,New Brunswick,Average expenditure per household,Automobiles (purchase),2107
2011,New Brunswick,Average expenditure per household,Automobiles (purchase),1977
2012,New Brunswick,Average expenditure per household,Automobiles (purchase),2200
2013,New Brunswick,Average expenditure per household,Automobiles (purchase),1871
2010,New Brunswick,Average expenditure per household,"Vans (including mini-vans, purchase)",F
2011,New Brunswick,Average expenditure per household,"Vans (including mini-vans, purchase)",F
2012,New Brunswick,Average expenditure per household,"Vans (including mini-vans, purchase)",334
2013,New Brunswick,Average expenditure per household,"Vans (including mini-vans, purchase)",F
2010,New Brunswick,Average expenditure per household,"Trucks (including sport utility vehicles, purchase)",2164
2011,New Brunswick,Average expenditure per household,"Trucks (including sport utility vehicles, purchase)",2331
2012,New Brunswick,Average expenditure per household,"Trucks (including sport utility vehicles, purchase)",2763
2013,New Brunswick,Average expenditure per household,"Trucks (including sport utility vehicles, purchase)",3024
2010,New Brunswick,Average expenditure per household,"Registration fees for automobiles, vans and trucks (including insurance if part of registration)",140
2011,New Brunswick,Average expenditure per household,"Registration fees for automobiles, vans and trucks (including insurance if part of registration)",140
2012,New Brunswick,Average expenditure per household,"Registration fees for automobiles, vans and trucks (including insurance if part of registration)",135
2013,New Brunswick,Average expenditure per household,"Registration fees for automobiles, vans and trucks (including insurance if part of registration)",142
2010,New Brunswick,Average expenditure per household,Private and public vehicle insurance premiums,1188
2011,New Brunswick,Average expenditure per household,Private and public vehicle insurance premiums,1235
2012,New Brunswick,Average expenditure per household,Private and public vehicle insurance premiums,1222
2013,New Brunswick,Average expenditure per household,Private and public vehicle insurance premiums,1221
2010,New Brunswick,Average expenditure per household,"Tires, batteries, and other parts and supplies for vehicles",434
2011,New Brunswick,Average expenditure per household,"Tires, batteries, and other parts and supplies for vehicles",488
2012,New Brunswick,Average expenditure per household,"Tires, batteries, and other parts and supplies for vehicles",490
2013,New Brunswick,Average expenditure per household,"Tires, batteries, and other parts and supplies for vehicles",477
2010,New Brunswick,Average expenditure per household,Maintenance and repairs of vehicles,477
2011,New Brunswick,Average expenditure per household,Maintenance and repairs of vehicles,682
2012,New Brunswick,Average expenditure per household,Maintenance and repairs of vehicles,962
2013,New Brunswick,Average expenditure per household,Maintenance and repairs of vehicles,921
2010,New Brunswick,Average expenditure per household,Vehicle security and communication services,23
2011,New Brunswick,Average expenditure per household,Vehicle security and communication services,11
2012,New Brunswick,Average expenditure per household,Vehicle security and communication services,14
2013,New Brunswick,Average expenditure per household,Vehicle security and communication services,F
2010,New Brunswick,Average expenditure per household,Gas and other fuels (all vehicles and tools),2520
2011,New Brunswick,Average expenditure per household,Gas and other fuels (all vehicles and tools),2868
2012,New Brunswick,Average expenditure per household,Gas and other fuels (all vehicles and tools),2926
2013,New Brunswick,Average expenditure per household,Gas and other fuels (all vehicles and tools),2798
2010,New Brunswick,Average expenditure per household,Parking (excluding parking fees included in rent and traffic and parking tickets),113
2011,New Brunswick,Average expenditure per household,Parking (excluding parking fees included in rent and traffic and parking tickets),79
2012,New Brunswick,Average expenditure per household,Parking (excluding parking fees included in rent and traffic and parking tickets),95
2013,New Brunswick,Average expenditure per household,Parking (excluding parking fees included in rent and traffic and parking tickets),96
2010,New Brunswick,Average expenditure per household,"Other automobile, van and truck operation services",49
2011,New Brunswick,Average expenditure per household,"Other automobile, van and truck operation services",30
2012,New Brunswick,Average expenditure per household,"Other automobile, van and truck operation services",77
2013,New Brunswick,Average expenditure per household,"Other automobile, van and truck operation services",F
2010,New Brunswick,Average expenditure per household,Driving lessons,17
2011,New Brunswick,Average expenditure per household,Driving lessons,21
2012,New Brunswick,Average expenditure per household,Driving lessons,23
2013,New Brunswick,Average expenditure per household,Driving lessons,F
2010,New Brunswick,Average expenditure per household,"City or commuter bus, subway, street car and commuter train",34
2011,New Brunswick,Average expenditure per household,"City or commuter bus, subway, street car and commuter train",18
2012,New Brunswick,Average expenditure per household,"City or commuter bus, subway, street car and commuter train",37
2013,New Brunswick,Average expenditure per household,"City or commuter bus, subway, street car and commuter train",27
2010,New Brunswick,Average expenditure per household,Taxi (including tips),76
2011,New Brunswick,Average expenditure per household,Taxi (including tips),62
2012,New Brunswick,Average expenditure per household,Taxi (including tips),60
2013,New Brunswick,Average expenditure per household,Taxi (including tips),60
2010,New Brunswick,Average expenditure per household,Other local passenger transportation,F
2011,New Brunswick,Average expenditure per household,Other local passenger transportation,F
2012,New Brunswick,Average expenditure per household,Other local passenger transportation,21
2013,New Brunswick,Average expenditure per household,Other local passenger transportation,16
2010,New Brunswick,Average expenditure per household,Airplane,315
2011,New Brunswick,Average expenditure per household,Airplane,336
2012,New Brunswick,Average expenditure per household,Airplane,323
2013,New Brunswick,Average expenditure per household,Airplane,371
2010,New Brunswick,Average expenditure per household,Inter-city bus,11
2011,New Brunswick,Average expenditure per household,Inter-city bus,4
2012,New Brunswick,Average expenditure per household,Inter-city bus,F
2013,New Brunswick,Average expenditure per household,Inter-city bus,5
2010,New Brunswick,Average expenditure per household,Other inter-city passenger transportation services,16
2011,New Brunswick,Average expenditure per household,Other inter-city passenger transportation services,27
2012,New Brunswick,Average expenditure per household,Other inter-city passenger transportation services,24
2013,New Brunswick,Average expenditure per household,Other inter-city passenger transportation services,25
2010,New Brunswick,Average expenditure per household,"Household moving, storage and delivery services",48
2011,New Brunswick,Average expenditure per household,"Household moving, storage and delivery services",41
2012,New Brunswick,Average expenditure per household,"Household moving, storage and delivery services",94
2013,New Brunswick,Average expenditure per household,"Household moving, storage and delivery services",40
2010,New Brunswick,Average expenditure per household,Prescribed medicines and pharmaceutical products,543
2011,New Brunswick,Average expenditure per household,Prescribed medicines and pharmaceutical products,568
2012,New Brunswick,Average expenditure per household,Prescribed medicines and pharmaceutical products,560
2013,New Brunswick,Average expenditure per household,Prescribed medicines and pharmaceutical products,471
2010,New Brunswick,Average expenditure per household,"Non-prescribed medicines, pharmaceutical products and health care supplies",325
2011,New Brunswick,Average expenditure per household,"Non-prescribed medicines, pharmaceutical products and health care supplies",266
2012,New Brunswick,Average expenditure per household,"Non-prescribed medicines, pharmaceutical products and health care supplies",284
2013,New Brunswick,Average expenditure per household,"Non-prescribed medicines, pharmaceutical products and health care supplies",330
2010,New Brunswick,Average expenditure per household,Health care practitioners (excluding general practitioners and specialists),59
2011,New Brunswick,Average expenditure per household,Health care practitioners (excluding general practitioners and specialists),61
2012,New Brunswick,Average expenditure per household,Health care practitioners (excluding general practitioners and specialists),78
2013,New Brunswick,Average expenditure per household,Health care practitioners (excluding general practitioners and specialists),85
2010,New Brunswick,Average expenditure per household,Health care by general practitioners and specialists,8
2011,New Brunswick,Average expenditure per household,Health care by general practitioners and specialists,10
2012,New Brunswick,Average expenditure per household,Health care by general practitioners and specialists,23
2013,New Brunswick,Average expenditure per household,Health care by general practitioners and specialists,23
2010,New Brunswick,Average expenditure per household,"Weight control programs, smoking cessation programs and other medical services",30
2011,New Brunswick,Average expenditure per household,"Weight control programs, smoking cessation programs and other medical services",32
2012,New Brunswick,Average expenditure per household,"Weight control programs, smoking cessation programs and other medical services",34
2013,New Brunswick,Average expenditure per household,"Weight control programs, smoking cessation programs and other medical services",25
2010,New Brunswick,Average expenditure per household,"Hospital care, nursing homes and other residential care facilities",F
2011,New Brunswick,Average expenditure per household,"Hospital care, nursing homes and other residential care facilities",F
2012,New Brunswick,Average expenditure per household,"Hospital care, nursing homes and other residential care facilities",29
2013,New Brunswick,Average expenditure per household,"Hospital care, nursing homes and other residential care facilities",12
2010,New Brunswick,Average expenditure per household,Prescription eye wear,110
2011,New Brunswick,Average expenditure per household,Prescription eye wear,118
2012,New Brunswick,Average expenditure per household,Prescription eye wear,120
2013,New Brunswick,Average expenditure per household,Prescription eye wear,110
2010,New Brunswick,Average expenditure per household,Non-prescription eye wear and other eye-care goods,17
2011,New Brunswick,Average expenditure per household,Non-prescription eye wear and other eye-care goods,38
2012,New Brunswick,Average expenditure per household,Non-prescription eye wear and other eye-care goods,F
2013,New Brunswick,Average expenditure per household,Non-prescription eye wear and other eye-care goods,F
2010,New Brunswick,Average expenditure per household,"Eye-care services (e.g. surgery, exams)",27
2011,New Brunswick,Average expenditure per household,"Eye-care services (e.g. surgery, exams)",41
2012,New Brunswick,Average expenditure per household,"Eye-care services (e.g. surgery, exams)",35
2013,New Brunswick,Average expenditure per household,"Eye-care services (e.g. surgery, exams)",24
2010,New Brunswick,Average expenditure per household,Dental services,258
2011,New Brunswick,Average expenditure per household,Dental services,262
2012,New Brunswick,Average expenditure per household,Dental services,284
2013,New Brunswick,Average expenditure per household,Dental services,294
2010,New Brunswick,Average expenditure per household,Private health care plan premiums,577
2011,New Brunswick,Average expenditure per household,Private health care plan premiums,682
2012,New Brunswick,Average expenditure per household,Private health care plan premiums,595
2013,New Brunswick,Average expenditure per household,Private health care plan premiums,697
2010,New Brunswick,Average expenditure per household,Dental plan premiums,22
2011,New Brunswick,Average expenditure per household,Dental plan premiums,35
2012,New Brunswick,Average expenditure per household,Dental plan premiums,36
2013,New Brunswick,Average expenditure per household,Dental plan premiums,38
2010,New Brunswick,Average expenditure per household,Accident or disability insurance premiums,127
2011,New Brunswick,Average expenditure per household,Accident or disability insurance premiums,126
2012,New Brunswick,Average expenditure per household,Accident or disability insurance premiums,147
2013,New Brunswick,Average expenditure per household,Accident or disability insurance premiums,176
2010,New Brunswick,Average expenditure per household,Personal care,764
2011,New Brunswick,Average expenditure per household,Personal care,974
2012,New Brunswick,Average expenditure per household,Personal care,1127
2013,New Brunswick,Average expenditure per household,Personal care,1128
2010,New Brunswick,Average expenditure per household,Hair care products,82
2011,New Brunswick,Average expenditure per household,Hair care products,93
2012,New Brunswick,Average expenditure per household,Hair care products,93
2013,New Brunswick,Average expenditure per household,Hair care products,112
2010,New Brunswick,Average expenditure per household,"Makeup, skin care and manicure products",169
2011,New Brunswick,Average expenditure per household,"Makeup, skin care and manicure products",172
2012,New Brunswick,Average expenditure per household,"Makeup, skin care and manicure products",234
2013,New Brunswick,Average expenditure per household,"Makeup, skin care and manicure products",210
2010,New Brunswick,Average expenditure per household,Fragrance products,F
2011,New Brunswick,Average expenditure per household,Fragrance products,F
2012,New Brunswick,Average expenditure per household,Fragrance products,F
2013,New Brunswick,Average expenditure per household,Fragrance products,F
2010,New Brunswick,Average expenditure per household,Personal deodorants,13
2011,New Brunswick,Average expenditure per household,Personal deodorants,19
2012,New Brunswick,Average expenditure per household,Personal deodorants,16
2013,New Brunswick,Average expenditure per household,Personal deodorants,13
2010,New Brunswick,Average expenditure per household,Body soaps,34
2011,New Brunswick,Average expenditure per household,Body soaps,48
2012,New Brunswick,Average expenditure per household,Body soaps,53
2013,New Brunswick,Average expenditure per household,Body soaps,38
2010,New Brunswick,Average expenditure per household,Oral hygiene products,45
2011,New Brunswick,Average expenditure per household,Oral hygiene products,48
2012,New Brunswick,Average expenditure per household,Oral hygiene products,57
2013,New Brunswick,Average expenditure per household,Oral hygiene products,53
2010,New Brunswick,Average expenditure per household,Disposable diapers,32
2011,New Brunswick,Average expenditure per household,Disposable diapers,F
2012,New Brunswick,Average expenditure per household,Disposable diapers,F
2013,New Brunswick,Average expenditure per household,Disposable diapers,F
2010,New Brunswick,Average expenditure per household,Other personal care supplies and equipment,126
2011,New Brunswick,Average expenditure per household,Other personal care supplies and equipment,176
2012,New Brunswick,Average expenditure per household,Other personal care supplies and equipment,159
2013,New Brunswick,Average expenditure per household,Other personal care supplies and equipment,219
2010,New Brunswick,Average expenditure per household,Hair grooming services,222
2011,New Brunswick,Average expenditure per household,Hair grooming services,310
2012,New Brunswick,Average expenditure per household,Hair grooming services,358
2013,New Brunswick,Average expenditure per household,Hair grooming services,357
2010,New Brunswick,Average expenditure per household,Other personal care services,35
2011,New Brunswick,Average expenditure per household,Other personal care services,61
2012,New Brunswick,Average expenditure per household,Other personal care services,78
2013,New Brunswick,Average expenditure per household,Other personal care services,92
2010,New Brunswick,Average expenditure per household,"Sports, athletic and recreation equipment and related services",162
2011,New Brunswick,Average expenditure per household,"Sports, athletic and recreation equipment and related services",61
2012,New Brunswick,Average expenditure per household,"Sports, athletic and recreation equipment and related services",F
2013,New Brunswick,Average expenditure per household,"Sports, athletic and recreation equipment and related services",F
2010,New Brunswick,Average expenditure per household,Outdoor play equipment and accessories,F
2011,New Brunswick,Average expenditure per household,Outdoor play equipment and accessories,F
2012,New Brunswick,Average expenditure per household,Outdoor play equipment and accessories,F
2013,New Brunswick,Average expenditure per household,Outdoor play equipment and accessories,F
2010,New Brunswick,Average expenditure per household,Children's toys,108
2011,New Brunswick,Average expenditure per household,Children's toys,118
2012,New Brunswick,Average expenditure per household,Children's toys,209
2013,New Brunswick,Average expenditure per household,Children's toys,156
2010,New Brunswick,Average expenditure per household,Video game systems and accessories (excluding for computers),F
2011,New Brunswick,Average expenditure per household,Video game systems and accessories (excluding for computers),F
2012,New Brunswick,Average expenditure per household,Video game systems and accessories (excluding for computers),F
2013,New Brunswick,Average expenditure per household,Video game systems and accessories (excluding for computers),F
2010,New Brunswick,Average expenditure per household,Art and craft materials,21
2011,New Brunswick,Average expenditure per household,Art and craft materials,F
2012,New Brunswick,Average expenditure per household,Art and craft materials,F
2013,New Brunswick,Average expenditure per household,Art and craft materials,F
2010,New Brunswick,Average expenditure per household,Computer hardware,208
2011,New Brunswick,Average expenditure per household,Computer hardware,199
2012,New Brunswick,Average expenditure per household,Computer hardware,140
2013,New Brunswick,Average expenditure per household,Computer hardware,110
2010,New Brunswick,Average expenditure per household,Computer software and video game systems,F
2011,New Brunswick,Average expenditure per household,Computer software and video game systems,F
2012,New Brunswick,Average expenditure per household,Computer software and video game systems,F
2013,New Brunswick,Average expenditure per household,Computer software and video game systems,F
2010,New Brunswick,Average expenditure per household,Computer supplies and other equipment,F
2011,New Brunswick,Average expenditure per household,Computer supplies and other equipment,F
2012,New Brunswick,Average expenditure per household,Computer supplies and other equipment,F
2013,New Brunswick,Average expenditure per household,Computer supplies and other equipment,F
2010,New Brunswick,Average expenditure per household,Tablet computers,
2011,New Brunswick,Average expenditure per household,Tablet computers,
2012,New Brunswick,Average expenditure per household,Tablet computers,55
2013,New Brunswick,Average expenditure per household,Tablet computers,63
2010,New Brunswick,Average expenditure per household,Cameras and accessories,F
2011,New Brunswick,Average expenditure per household,Cameras and accessories,F
2012,New Brunswick,Average expenditure per household,Cameras and accessories,F
2013,New Brunswick,Average expenditure per household,Cameras and accessories,F
2010,New Brunswick,Average expenditure per household,Photographic services,119
2011,New Brunswick,Average expenditure per household,Photographic services,80
2012,New Brunswick,Average expenditure per household,Photographic services,84
2013,New Brunswick,Average expenditure per household,Photographic services,82
2010,New Brunswick,Average expenditure per household,"Collectors' items (e.g. stamps, coins)",5
2011,New Brunswick,Average expenditure per household,"Collectors' items (e.g. stamps, coins)",14
2012,New Brunswick,Average expenditure per household,"Collectors' items (e.g. stamps, coins)",20
2013,New Brunswick,Average expenditure per household,"Collectors' items (e.g. stamps, coins)",13
2010,New Brunswick,Average expenditure per household,Other recreational equipment and related services,F
2011,New Brunswick,Average expenditure per household,Other recreational equipment and related services,86
2012,New Brunswick,Average expenditure per household,Other recreational equipment and related services,F
2013,New Brunswick,Average expenditure per household,Other recreational equipment and related services,F
2010,New Brunswick,Average expenditure per household,Audio equipment,56
2011,New Brunswick,Average expenditure per household,Audio equipment,36
2012,New Brunswick,Average expenditure per household,Audio equipment,22
2013,New Brunswick,Average expenditure per household,Audio equipment,25
2010,New Brunswick,Average expenditure per household,Blu-ray players,7
2011,New Brunswick,Average expenditure per household,Blu-ray players,7
2012,New Brunswick,Average expenditure per household,Blu-ray players,6
2013,New Brunswick,Average expenditure per household,Blu-ray players,5
2010,New Brunswick,Average expenditure per household,DVD players,8
2011,New Brunswick,Average expenditure per household,DVD players,4
2012,New Brunswick,Average expenditure per household,DVD players,4
2013,New Brunswick,Average expenditure per household,DVD players,2
2010,New Brunswick,Average expenditure per household,Televisions and other video equipment and accessories,152
2011,New Brunswick,Average expenditure per household,Televisions and other video equipment and accessories,162
2012,New Brunswick,Average expenditure per household,Televisions and other video equipment and accessories,126
2013,New Brunswick,Average expenditure per household,Televisions and other video equipment and accessories,103
2010,New Brunswick,Average expenditure per household,Home theatre systems,50
2011,New Brunswick,Average expenditure per household,Home theatre systems,28
2012,New Brunswick,Average expenditure per household,Home theatre systems,F
2013,New Brunswick,Average expenditure per household,Home theatre systems,F
2010,New Brunswick,Average expenditure per household,"Pre-recorded media, music downloads and blank audio and video media",65
2011,New Brunswick,Average expenditure per household,"Pre-recorded media, music downloads and blank audio and video media",66
2012,New Brunswick,Average expenditure per household,"Pre-recorded media, music downloads and blank audio and video media",92
2013,New Brunswick,Average expenditure per household,"Pre-recorded media, music downloads and blank audio and video media",F
2010,New Brunswick,Average expenditure per household,Rental of video media,18
2011,New Brunswick,Average expenditure per household,Rental of video media,15
2012,New Brunswick,Average expenditure per household,Rental of video media,F
2013,New Brunswick,Average expenditure per household,Rental of video media,F
2010,New Brunswick,Average expenditure per household,Maintenance and repairs of electronic and communications equipment,F
2011,New Brunswick,Average expenditure per household,Maintenance and repairs of electronic and communications equipment,F
2012,New Brunswick,Average expenditure per household,Maintenance and repairs of electronic and communications equipment,F
2013,New Brunswick,Average expenditure per household,Maintenance and repairs of electronic and communications equipment,F
2010,New Brunswick,Average expenditure per household,Movie theatres,30
2011,New Brunswick,Average expenditure per household,Movie theatres,40
2012,New Brunswick,Average expenditure per household,Movie theatres,41
2013,New Brunswick,Average expenditure per household,Movie theatres,F
2010,New Brunswick,Average expenditure per household,Live sporting and performing arts events,46
2011,New Brunswick,Average expenditure per household,Live sporting and performing arts events,72
2012,New Brunswick,Average expenditure per household,Live sporting and performing arts events,F
2013,New Brunswick,Average expenditure per household,Live sporting and performing arts events,F
2010,New Brunswick,Average expenditure per household,"Admission fees to museums, zoos and other sites",52
2011,New Brunswick,Average expenditure per household,"Admission fees to museums, zoos and other sites",F
2012,New Brunswick,Average expenditure per household,"Admission fees to museums, zoos and other sites",F
2013,New Brunswick,Average expenditure per household,"Admission fees to museums, zoos and other sites",F
2010,New Brunswick,Average expenditure per household,"Rental of cablevision services (including any installation, service and pay TV charges)",364
2011,New Brunswick,Average expenditure per household,"Rental of cablevision services (including any installation, service and pay TV charges)",380
2012,New Brunswick,Average expenditure per household,"Rental of cablevision services (including any installation, service and pay TV charges)",426
2013,New Brunswick,Average expenditure per household,"Rental of cablevision services (including any installation, service and pay TV charges)",399
2010,New Brunswick,Average expenditure per household,"Rental of satellite TV or radio services (including installation, service and pay TV charges)",285
2011,New Brunswick,Average expenditure per household,"Rental of satellite TV or radio services (including installation, service and pay TV charges)",306
2012,New Brunswick,Average expenditure per household,"Rental of satellite TV or radio services (including installation, service and pay TV charges)",275
2013,New Brunswick,Average expenditure per household,"Rental of satellite TV or radio services (including installation, service and pay TV charges)",302
2010,New Brunswick,Average expenditure per household,Dues and fees for sports and recreation facilities,164
2011,New Brunswick,Average expenditure per household,Dues and fees for sports and recreation facilities,168
2012,New Brunswick,Average expenditure per household,Dues and fees for sports and recreation facilities,180
2013,New Brunswick,Average expenditure per household,Dues and fees for sports and recreation facilities,189
2010,New Brunswick,Average expenditure per household,Children's camps,38
2011,New Brunswick,Average expenditure per household,Children's camps,27
2012,New Brunswick,Average expenditure per household,Children's camps,25
2013,New Brunswick,Average expenditure per household,Children's camps,28
2010,New Brunswick,Average expenditure per household,Package trips,362
2011,New Brunswick,Average expenditure per household,Package trips,330
2012,New Brunswick,Average expenditure per household,Package trips,296
2013,New Brunswick,Average expenditure per household,Package trips,428
2010,New Brunswick,Average expenditure per household,Motorcycles and snowmobiles (purchase),288
2011,New Brunswick,Average expenditure per household,Motorcycles and snowmobiles (purchase),136
2012,New Brunswick,Average expenditure per household,Motorcycles and snowmobiles (purchase),F
2013,New Brunswick,Average expenditure per household,Motorcycles and snowmobiles (purchase),F
2010,New Brunswick,Average expenditure per household,All-terrain vehicles (purchase),F
2011,New Brunswick,Average expenditure per household,All-terrain vehicles (purchase),F
2012,New Brunswick,Average expenditure per household,All-terrain vehicles (purchase),177
2013,New Brunswick,Average expenditure per household,All-terrain vehicles (purchase),F
2010,New Brunswick,Average expenditure per household,"Bicycles (purchase), parts and accessories",29
2011,New Brunswick,Average expenditure per household,"Bicycles (purchase), parts and accessories",28
2012,New Brunswick,Average expenditure per household,"Bicycles (purchase), parts and accessories",32
2013,New Brunswick,Average expenditure per household,"Bicycles (purchase), parts and accessories",35
2010,New Brunswick,Average expenditure per household,Other recreational vehicles (purchase),F
2011,New Brunswick,Average expenditure per household,Other recreational vehicles (purchase),354
2012,New Brunswick,Average expenditure per household,Other recreational vehicles (purchase),F
2013,New Brunswick,Average expenditure per household,Other recreational vehicles (purchase),527
2010,New Brunswick,Average expenditure per household,Insurance premiums for recreational vehicles,89
2011,New Brunswick,Average expenditure per household,Insurance premiums for recreational vehicles,98
2012,New Brunswick,Average expenditure per household,Insurance premiums for recreational vehicles,94
2013,New Brunswick,Average expenditure per household,Insurance premiums for recreational vehicles,87
2010,New Brunswick,Average expenditure per household,Registration fees and licences for recreational vehicles,17
2011,New Brunswick,Average expenditure per household,Registration fees and licences for recreational vehicles,16
2012,New Brunswick,Average expenditure per household,Registration fees and licences for recreational vehicles,18
2013,New Brunswick,Average expenditure per household,Registration fees and licences for recreational vehicles,19
2010,New Brunswick,Average expenditure per household,"Parking, hangar and airport fees, mooring and boat storage and harbour dues",0
2011,New Brunswick,Average expenditure per household,"Parking, hangar and airport fees, mooring and boat storage and harbour dues",27
2012,New Brunswick,Average expenditure per household,"Parking, hangar and airport fees, mooring and boat storage and harbour dues",F
2013,New Brunswick,Average expenditure per household,"Parking, hangar and airport fees, mooring and boat storage and harbour dues",F
2010,New Brunswick,Average expenditure per household,Other expenses for recreational vehicles,F
2011,New Brunswick,Average expenditure per household,Other expenses for recreational vehicles,F
2012,New Brunswick,Average expenditure per household,Other expenses for recreational vehicles,F
2013,New Brunswick,Average expenditure per household,Other expenses for recreational vehicles,F
2010,New Brunswick,Average expenditure per household,Newspapers,32
2011,New Brunswick,Average expenditure per household,Newspapers,27
2012,New Brunswick,Average expenditure per household,Newspapers,30
2013,New Brunswick,Average expenditure per household,Newspapers,26
2010,New Brunswick,Average expenditure per household,Magazines and periodicals,36
2011,New Brunswick,Average expenditure per household,Magazines and periodicals,25
2012,New Brunswick,Average expenditure per household,Magazines and periodicals,29
2013,New Brunswick,Average expenditure per household,Magazines and periodicals,F
2010,New Brunswick,Average expenditure per household,Books and pamphlets (excluding school books),117
2011,New Brunswick,Average expenditure per household,Books and pamphlets (excluding school books),92
2012,New Brunswick,Average expenditure per household,Books and pamphlets (excluding school books),122
2013,New Brunswick,Average expenditure per household,Books and pamphlets (excluding school books),74
2010,New Brunswick,Average expenditure per household,"Maps, sheet music and other printed matter",10
2011,New Brunswick,Average expenditure per household,"Maps, sheet music and other printed matter",11
2012,New Brunswick,Average expenditure per household,"Maps, sheet music and other printed matter",F
2013,New Brunswick,Average expenditure per household,"Maps, sheet music and other printed matter",F
2010,New Brunswick,Average expenditure per household,"Services related to reading materials (e.g. duplicating, library fees)",F
2011,New Brunswick,Average expenditure per household,"Services related to reading materials (e.g. duplicating, library fees)",F
2012,New Brunswick,Average expenditure per household,"Services related to reading materials (e.g. duplicating, library fees)",F
2013,New Brunswick,Average expenditure per household,"Services related to reading materials (e.g. duplicating, library fees)",F
2010,New Brunswick,Average expenditure per household,Cigarettes,395
2011,New Brunswick,Average expenditure per household,Cigarettes,339
